clip_id,label,generator,scene_type,motion_level,has_faces,resolution,duration_sec,source_url,collection_date,split,difficulty
real_sailing_6ofjBZtaq0U,real,real,landscape,low,false,1280x720,9.03,https://www.youtube.com/watch?v=6ofjBZtaq0U,2026-06-09,test,
real_sailing_9m_uKIZ1I5I,real,real,landscape,low,false,1280x720,10.03,https://www.youtube.com/watch?v=uKIZ1I5I,2026-06-09,train,
real_sailing_HqBTdau-P2M,real,real,landscape,low,false,1280x720,10.04,https://www.youtube.com/watch?v=HqBTdau-P2M,2026-06-09,train,
real_sailing__3U9TMb-jFI,real,real,landscape,low,false,1280x720,10.03,https://www.youtube.com/watch?v=3U9TMb-jFI,2026-06-09,train,
real_sailing_aZTD_KQWUYA,real,real,landscape,low,false,1280x720,10.03,https://www.youtube.com/watch?v=KQWUYA,2026-06-09,test,
real_sailing_gsvsIZR-POY,real,real,landscape,low,false,1280x720,10.04,https://www.youtube.com/watch?v=gsvsIZR-POY,2026-06-09,train,
real_sailing_lmIcdrq6u-E,real,real,landscape,low,false,1280x720,6.47,https://www.youtube.com/watch?v=lmIcdrq6u-E,2026-06-09,val,
real_sailing_nk6HLNkczM4,real,real,landscape,low,false,1280x720,10.04,https://www.youtube.com/watch?v=nk6HLNkczM4,2026-06-09,train,
real_sailing_wZ46N9NSVGc,real,real,landscape,low,false,1280x720,10.04,https://www.youtube.com/watch?v=wZ46N9NSVGc,2026-06-09,train,
real_scuba_diving_-u5A74I0--M,real,real,landscape,high,true,1280x720,10.04,https://www.youtube.com/watch?v=-u5A74I0--M,2026-06-09,train,
real_scuba_diving_4yjlY4d8LV4,real,real,landscape,high,true,1280x720,10.03,https://www.youtube.com/watch?v=4yjlY4d8LV4,2026-06-09,train,
real_scuba_diving_64BhyrIZkz0,real,real,landscape,high,true,1280x720,10.04,https://www.youtube.com/watch?v=64BhyrIZkz0,2026-06-09,test,
real_scuba_diving_KViUY2HPXJI,real,real,landscape,high,true,1280x720,10.04,https://www.youtube.com/watch?v=KViUY2HPXJI,2026-06-09,train,
real_scuba_diving_OCOBFpwwIto,real,real,landscape,high,true,1280x720,10.03,https://www.youtube.com/watch?v=OCOBFpwwIto,2026-06-09,train,
real_scuba_diving_XfcL68pNdPg,real,real,landscape,high,true,1280x720,10.03,https://www.youtube.com/watch?v=XfcL68pNdPg,2026-06-09,train,
real_scuba_diving_Yk7myKR2j8Q,real,real,landscape,high,true,1280x720,10.04,https://www.youtube.com/watch?v=Yk7myKR2j8Q,2026-06-09,train,
real_scuba_diving_YxkNe-bz3mE,real,real,landscape,high,true,1280x720,10.04,https://www.youtube.com/watch?v=YxkNe-bz3mE,2026-06-09,test,
real_scuba_diving__6U6dGuCVNk,real,real,landscape,high,true,1280x720,10.04,https://www.youtube.com/watch?v=6U6dGuCVNk,2026-06-09,train,
real_scuba_diving_cZrcb3q83OA,real,real,landscape,high,true,1280x720,10.03,https://www.youtube.com/watch?v=cZrcb3q83OA,2026-06-09,train,
real_scuba_diving_w-FUr6Q3uOU,real,real,landscape,high,true,1280x720,10.03,https://www.youtube.com/watch?v=w-FUr6Q3uOU,2026-06-09,train,
real_skateboarding__x-5Zach8QE,real,real,urban,high,true,1280x720,10.03,https://www.youtube.com/watch?v=x-5Zach8QE,2026-06-09,test,
real_skateboarding_pk8dy4NIzBU,real,real,urban,high,true,1280x720,10.04,https://www.youtube.com/watch?v=pk8dy4NIzBU,2026-06-09,train,
real_skateboarding_uZJkAopGUgA,real,real,urban,high,true,1280x720,8.6,https://www.youtube.com/watch?v=uZJkAopGUgA,2026-06-09,train,
real_skateboarding_z69bdG9aYqA,real,real,urban,high,true,1280x720,10.03,https://www.youtube.com/watch?v=z69bdG9aYqA,2026-06-09,val,
real_surfing_water_CZtMKdIWUdM,real,real,landscape,high,false,1280x720,10.04,https://www.youtube.com/watch?v=CZtMKdIWUdM,2026-06-09,train,
real_surfing_water_FEJFDsPci1o,real,real,landscape,high,false,1280x720,10.04,https://www.youtube.com/watch?v=FEJFDsPci1o,2026-06-09,test,
real_surfing_water_JyU3L6USwNU,real,real,landscape,high,false,1280x720,10.01,https://www.youtube.com/watch?v=JyU3L6USwNU,2026-06-09,test,
real_surfing_water_MM-HW0kdYy0,real,real,landscape,high,false,1280x720,10.04,https://www.youtube.com/watch?v=MM-HW0kdYy0,2026-06-09,train,
real_surfing_water_p7Z0VAa5O_Y,real,real,landscape,high,false,1280x720,10.04,https://www.youtube.com/watch?v=Y,2026-06-09,train,
real_tai_chi_3exdpRbcMmA,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=3exdpRbcMmA,2026-06-09,train,
real_tai_chi_6KG0mbhejCs,real,real,mixed,low,true,1280x720,10.04,https://www.youtube.com/watch?v=6KG0mbhejCs,2026-06-09,train,
real_tai_chi_Mc4YKgNpyBc,real,real,mixed,low,true,1280x720,10.04,https://www.youtube.com/watch?v=Mc4YKgNpyBc,2026-06-09,train,
real_tai_chi_TlPB2ZIfe3o,real,real,mixed,low,true,1280x720,10.01,https://www.youtube.com/watch?v=TlPB2ZIfe3o,2026-06-09,train,
real_tai_chi_Xvuq6Frk_Jo,real,real,mixed,low,true,1280x720,10.04,https://www.youtube.com/watch?v=Jo,2026-06-09,test,
real_tai_chi_kgIWRXPCO3I,real,real,mixed,low,true,1280x720,10.08,https://www.youtube.com/watch?v=kgIWRXPCO3I,2026-06-09,test,
real_tai_chi_lUsBb2Tg9nc,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=lUsBb2Tg9nc,2026-06-09,val,
real_tai_chi_mgiM72pnseY,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=mgiM72pnseY,2026-06-09,train,
real_tai_chi_nVsFa-kiFtg,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=nVsFa-kiFtg,2026-06-09,val,
real_walking_the_dog_-U1xXJB1AHE,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=-U1xXJB1AHE,2026-06-09,val,
real_walking_the_dog_-dMaV5Il324,real,real,mixed,low,true,1280x720,10.07,https://www.youtube.com/watch?v=-dMaV5Il324,2026-06-09,train,
real_walking_the_dog_2GbVUe-Sxn0,real,real,mixed,low,true,1280x720,7.54,https://www.youtube.com/watch?v=2GbVUe-Sxn0,2026-06-09,train,
real_walking_the_dog_4wXi68bINr4,real,real,mixed,low,true,1280x720,5.03,https://www.youtube.com/watch?v=4wXi68bINr4,2026-06-09,train,
real_walking_the_dog_7sN_A46nOEU,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=A46nOEU,2026-06-09,val,
real_walking_the_dog_Dhas1rn3di4,real,real,mixed,low,true,1280x720,8.47,https://www.youtube.com/watch?v=Dhas1rn3di4,2026-06-09,train,
real_walking_the_dog_ElcE4QXDn5Q,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=ElcE4QXDn5Q,2026-06-09,train,
real_walking_the_dog_IB9tRqlvXqc,real,real,mixed,low,true,1280x720,6.07,https://www.youtube.com/watch?v=IB9tRqlvXqc,2026-06-09,val,
real_walking_the_dog_M2hwM3c0ATM,real,real,mixed,low,true,1280x720,10.04,https://www.youtube.com/watch?v=M2hwM3c0ATM,2026-06-09,train,
real_walking_the_dog_PUsfPD6SNE0,real,real,mixed,low,true,1280x720,9.51,https://www.youtube.com/watch?v=PUsfPD6SNE0,2026-06-09,train,
real_walking_the_dog_YNdkvXWaryY,real,real,mixed,low,true,1280x720,10.08,https://www.youtube.com/watch?v=YNdkvXWaryY,2026-06-09,train,
real_walking_the_dog__3XAZZnZLlc,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=3XAZZnZLlc,2026-06-09,train,
real_walking_the_dog_cRfZ47hAAaU,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=cRfZ47hAAaU,2026-06-09,train,
real_walking_the_dog_pprpfyJDcj4,real,real,mixed,low,true,1280x720,10.02,https://www.youtube.com/watch?v=pprpfyJDcj4,2026-06-09,val,
real_walking_the_dog_q7SprFkmpPU,real,real,mixed,low,true,1280x720,10.01,https://www.youtube.com/watch?v=q7SprFkmpPU,2026-06-09,train,
real_walking_the_dog_ypl3JWaPnFA,real,real,mixed,low,true,1280x720,10.03,https://www.youtube.com/watch?v=ypl3JWaPnFA,2026-06-09,train,
